회사명,종목명,시가총액,시가총액순위,상장주식수,액면가,매매단위,주총일,전자투표전자투표,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견,목표주가,52주최고,52주최저,PER(WISEfn),EPS(WISEfn),PER(KRX),EPS(KRX),추정PER,EPS,PBR(WISEfn),BPS(WISEfn),배당수익률,동일업종 PER,동일업종 등락률,업종PER비율
start,18/01/01_20:35:16
weekday,Monday
회사명,종목코드
부산도시가스,015350,"3,966",315,"11,000,000","5,000",1,2017.03.30,미도입,"11,000,000","196,382",1.79%,N/A,N/A,"39,700","33,600",7.98,"4,517",7.25,"4,969",N/A,N/A,0.66,"54,437",1.39,-22.27,+1.04%,-35.83%
에쓰씨엔지니어링,023960,401,867,"10,963,923",500,1,2017.03.31,미도입,"10,963,923","64,498",0.59%,N/A,N/A,"5,270","2,510",-2.48,"-1,474",N/A,N/A,N/A,N/A,1.58,"2,308",N/A,22.29,+1.79%,-11.13%
인지컨트롤스,023800,861,710,"15,160,128",500,1,2017.03.17,도입,"15,160,128","2,225,269",14.68%,N/A,N/A,"8,500","4,770",8.48,670,8.11,700,N/A,N/A,0.42,"13,578",1.76,9.58,-0.21%,88.52%
경동인베스트,012320,"1,011",665,"2,365,023","5,000",1,2017.03.24,미도입,"2,365,023","322,300",13.63%,N/A,N/A,"90,900","41,500",8.28,"5,161",8.67,"4,931",N/A,N/A,0.26,"163,748",2.92,-22.27,+1.04%,-37.18%
에스제이엠홀딩스,025530,717,752,"14,934,008",500,1,2017.03.24,미도입,"14,934,008","1,595,695",10.68%,N/A,N/A,"6,000","4,530",12.63,380,11.48,418,N/A,N/A,0.49,"9,790",4.17,9.58,-0.21%,131.84%
콤텍시스템,031820,384,877,"31,851,466",500,1,2017.03.24,도입,"31,851,466","1,442,722",4.53%,N/A,N/A,"2,020","1,155",9.41,128,9.41,128,N/A,N/A,0.68,"1,770",N/A,32.17,+1.49%,29.25%
SK하이닉스,000660,"55조
										
											6,922",2,"728,002,365","5,000",1,2017.03.24,미도입,"728,002,365","346,142,996",47.55%,3.79,"102,944","90,300","44,600",18.86,"4,057",18.28,"4,184",5.00,"14,895",2.25,"34,018",0.78,15.53,+3.04%,121.44%
MH에탄올,023150,468,837,"7,378,526",500,1,2017.03.17,미도입,"7,378,526","95,182",1.29%,N/A,N/A,"8,310","5,890",5.74,"1,104",5.62,"1,129",N/A,N/A,0.72,"8,820",4.73,25.20,+1.91%,22.78%
국동,005320,405,864,"13,032,774",500,1,2017.03.02,미도입,"13,032,774","261,379",2.01%,N/A,N/A,"11,200","2,880",5.49,566,5.28,589,N/A,N/A,0.69,"4,535",N/A,18.19,+0.49%,30.18%
동남합성,023450,765,731,"1,314,953","5,000",1,2017.03.15,미도입,"1,314,953",541,0.04%,N/A,N/A,"75,000","50,200",11.22,"5,189",9.92,"5,866",N/A,N/A,1.32,"44,008",0.34,14.05,+2.07%,79.86%
삼성엔지니어링,028050,"2조
										
											4,304",105,"196,000,000","5,000",1,2018.01.26,미도입,"196,000,000","39,507,467",20.16%,3.42,"13,958","14,750","9,700",65.26,190,82.67,150,113.00,110,2.40,"5,158",N/A,22.29,+1.79%,292.78%
신도리코,029530,"6,391",250,"10,080,029","5,000",1,2017.03.24,미도입,"10,080,029","2,610,992",25.90%,N/A,N/A,"66,900","48,850",20.10,"3,154",19.61,"3,233",N/A,N/A,0.74,"85,553",2.37,42.09,-0.06%,47.75%
예스코,015360,"2,274",435,"6,000,000","5,000",1,2017.03.24,미도입,"6,000,000","914,204",15.24%,N/A,N/A,"40,150","36,250",6.49,"5,842",5.46,"6,941",N/A,N/A,0.31,"121,833",3.96,-22.27,+1.04%,-29.14%
퍼시스,016800,"3,795",324,"11,500,000","1,000",1,2017.03.24,미도입,"11,500,000","2,956,579",25.71%,N/A,N/A,"35,800","30,000",16.37,"2,016",13.50,"2,445",N/A,N/A,0.85,"38,937",2.12,29.36,+0.21%,55.76%
WISCOM,024070,608,785,"15,025,920",500,1,2017.03.17,미도입,"15,025,920","1,004,199",6.68%,N/A,N/A,"4,865","3,935",32.10,126,32.10,126,N/A,N/A,0.51,"7,868",2.47,14.05,+2.07%,228.47%
동원수산,030720,396,868,"4,195,073","5,000",1,2017.03.17,도입,"4,195,073","60,407",1.44%,N/A,N/A,"11,200","8,250",44.48,212,44.48,212,N/A,N/A,1.14,"8,284",N/A,16.14,+0.24%,275.59%
미래산업,025560,"1,381",566,"630,818,400",100,1,2017.03.30,도입,"630,818,400","8,466,803",1.34%,N/A,N/A,455,210,-12.88,-17,N/A,N/A,N/A,N/A,1.89,116,N/A,15.53,+3.04%,-82.94%
KTB투자증권,030210,"2,349",424,"60,314,092","5,000",1,2017.03.24,미도입,"60,314,092","4,932,451",8.18%,N/A,N/A,"5,040","2,900",7.58,514,8.50,458,N/A,N/A,0.61,"6,431",N/A,19.03,+1.05%,39.83%
광전자,017900,"1,608",523,"57,943,763",500,1,2017.03.24,미도입,"57,943,763","13,305,271",22.96%,N/A,N/A,"3,200","2,060",81.62,34,73.03,38,N/A,N/A,0.71,"3,889",N/A,148.01,+0.92%,55.14%
한국단자공업,025540,"6,968",234,"10,415,000",500,1,2017.03.17,미도입,"10,415,000","2,344,652",22.51%,N/A,N/A,"79,500","65,600",10.37,"6,452",10.37,"6,452",N/A,N/A,1.13,"58,993",1.05,9.58,-0.21%,108.25%
현대산업개발,012630,"2조
										
											9,061",90,"75,384,180","5,000",1,2017.03.24,미도입,"75,384,180","32,970,374",43.74%,4.06,"54,056","52,800","32,550",9.47,"4,069",9.25,"4,168",7.00,"5,690",1.08,"35,632",1.82,22.29,+1.79%,42.49%
디아이,003160,"1,616",521,"31,496,785",500,1,2017.03.24,미도입,"31,496,785","1,429,735",4.54%,N/A,N/A,"7,900","4,145",160.31,32,146.57,35,N/A,N/A,1.31,"3,902",0.98,15.53,+3.04%,1032.26%
신성이엔지,011930,"3,313",359,"172,993,713",500,1,2017.03.24,도입,"172,993,713","2,687,370",1.55%,N/A,N/A,"2,445","1,655",56.32,34,58.03,33,N/A,N/A,2.71,707,N/A,155.53,+0.97%,36.21%
티에이치엔,019180,308,920,"18,000,000",500,1,2017.03.29,미도입,"18,000,000","181,946",1.01%,N/A,N/A,"2,560","1,610",2.06,830,1.93,886,N/A,N/A,0.86,"1,991",3.22,9.58,-0.21%,21.50%
한온시스템,018880,"7조
										
											4,198",43,"533,800,000",100,1,2017.03.31,미도입,"533,800,000","101,910,085",19.09%,3.83,"15,247","14,700","8,020",25.41,547,25.41,547,25.00,565,4.06,"3,424",1.62,9.58,-0.21%,265.24%
다우인큐브,020120,421,860,"15,832,549",500,1,2017.03.24,미도입,"15,832,549","89,206",0.56%,N/A,N/A,"4,000","2,405",-6.77,-393,N/A,N/A,N/A,N/A,2.36,"1,126",0.75,48.83,-1.08%,-13.86%
세원정공,021820,"1,495",547,"10,000,000",500,1,2017.09.22,미도입,"10,000,000","1,542,812",15.43%,N/A,N/A,"23,000","14,100",54.36,275,54.36,275,N/A,N/A,0.35,"42,950",0.67,9.58,-0.21%,567.43%
세하,027970,350,897,"23,499,013","1,000",1,2017.03.23,미도입,"23,499,013","28,719",0.12%,N/A,N/A,"2,845","1,405",5.38,277,5.38,277,N/A,N/A,2.76,540,N/A,16.36,+0.07%,32.89%
영풍제지,006740,644,768,"22,200,000",500,1,2017.03.17,미도입,"22,200,000","221,650",1.00%,N/A,N/A,"4,230","2,300",11.69,248,9.48,306,N/A,N/A,0.55,"5,251",1.55,24.54,+0.35%,47.64%
유니온,000910,610,784,"15,611,619",500,1,2017.03.24,미도입,"15,611,619","372,746",2.39%,N/A,N/A,"4,970","3,680",325.83,12,434.44,9,N/A,N/A,0.44,"8,920",1.79,16.18,+1.10%,2013.78%
한섬,020000,"7,746",221,"24,630,000",500,1,2017.03.24,미도입,"24,630,000","4,103,292",16.66%,4.00,"43,200","37,450","26,050",13.72,"2,293",12.23,"2,571",12.00,"2,693",0.78,"40,071",0.95,18.19,+0.49%,75.43%
현대엘리베이터,017800,"1조
										
											3,400",157,"24,632,513","5,000",1,2017.03.24,미도입,"24,632,513","8,318,175",33.77%,4.00,"68,400","67,800","45,000",10.41,"5,225",10.41,"5,225",10.00,"5,248",1.72,"31,605",0.92,-77.50,+0.40%,-13.43%
환인제약,016580,"4,139",307,"18,600,070",500,1,2017.03.17,미도입,"18,600,070","5,025,740",27.02%,N/A,N/A,"25,000","13,900",25.23,882,20.72,"1,074",N/A,N/A,1.54,"14,419",1.12,65.05,+0.91%,38.79%
계룡건설산업,013580,"1,545",534,"8,930,907","5,000",1,2017.03.28,미도입,"8,930,907","1,218,472",13.64%,N/A,N/A,"19,950","13,000",9.28,"1,864",8.89,"1,946",N/A,N/A,0.53,"32,565",N/A,22.29,+1.79%,41.63%
두산건설,011160,"1,817",475,"61,584,271",500,1,2017.05.29,미도입,"61,584,271","128,767",0.21%,N/A,N/A,"4,090","2,830",-0.70,"-4,222",N/A,N/A,N/A,N/A,0.24,"12,487",N/A,22.29,+1.79%,-3.14%
서원,021050,544,811,"47,474,590",500,1,2017.03.24,도입,"47,474,590","1,144,608",2.41%,N/A,N/A,"2,175","1,010",8.81,130,8.36,137,N/A,N/A,0.61,"1,887",0.87,15.74,+1.20%,55.97%
에스원,012750,"4조
										
											659",69,"37,999,178",500,1,2017.03.24,미도입,"37,999,178","19,923,783",52.43%,4.14,"123,286","107,000","82,100",28.93,"3,698",25.74,"4,157",26.00,"4,159",3.29,"32,533",1.17,36.92,+3.75%,78.36%
태경산업,015890,"1,520",542,"29,228,750",500,1,2017.03.31,도입,"29,228,750","1,010,163",3.46%,N/A,N/A,"5,570","4,600",61.90,84,61.90,84,N/A,N/A,0.86,"6,047",3.85,15.74,+1.20%,393.27%
한화갤러리아타임월드,027390,"2,220",439,"6,000,131","5,000",1,2017.03.31,미도입,"6,000,131","150,323",2.51%,3.50,"54,500","48,150","22,500",-11.90,"-3,109",N/A,N/A,-23.00,"-1,604",0.89,"41,686",2.70,14.78,+0.97%,-80.51%
신대양제지,016590,"1,392",564,"3,993,085","5,000",1,2017.03.24,미도입,"3,993,085","238,847",5.98%,N/A,N/A,"35,450","23,450",8.65,"4,028",8.65,"4,028",N/A,N/A,0.54,"65,091",N/A,16.36,+0.07%,52.87%
유양디앤유,011690,"2,413",419,"52,332,155",500,1,2017.03.24,미도입,"52,332,155","313,892",0.60%,N/A,N/A,"5,600","3,365",-35.74,-129,N/A,N/A,N/A,N/A,3.61,"1,277",N/A,62.17,+1.19%,-57.49%
남해화학,025860,"5,316",271,"49,678,843","1,000",1,2017.03.24,미도입,"49,678,843","2,748,870",5.53%,N/A,N/A,"11,250","8,220",36.64,292,35.43,302,N/A,N/A,1.29,"8,293",0.42,14.05,+2.07%,260.78%
동원금속,018500,"1,201",616,"35,954,933",500,1,2017.06.28,미도입,"35,954,933","163,557",0.45%,N/A,N/A,"4,315","2,950",-55.67,-60,N/A,N/A,N/A,N/A,1.99,"1,679",2.99,9.58,-0.21%,-581.11%
성안,011300,359,887,"56,857,860",500,1,2017.03.30,미도입,"56,857,860","185,707",0.33%,N/A,N/A,964,618,-57.45,-11,N/A,N/A,N/A,N/A,0.50,"1,253",1.58,18.19,+0.49%,-315.83%
경인양행,012610,"2,343",426,"40,396,365",500,1,2017.03.24,미도입,"40,396,365","3,125,103",7.74%,N/A,N/A,"6,900","3,680",45.67,127,44.96,129,N/A,N/A,1.19,"4,867",0.86,14.05,+2.07%,325.05%
풀무원,017810,"6,552",243,"3,809,095","5,000",1,2017.03.30,도입,"3,809,095","34,154",0.90%,N/A,N/A,"170,000","110,000",35.23,"4,882",34.45,"4,993",N/A,N/A,2.46,"69,862",0.59,16.14,+0.24%,218.28%
현대상선,011200,"1조
										
											5,653",147,"311,805,827","5,000",1,2017.03.24,미도입,"311,805,827","24,440,478",7.84%,N/A,N/A,"9,690","4,610",-1.15,"-4,355",N/A,N/A,N/A,N/A,1.05,"4,791",N/A,-14.50,+1.04%,7.93%
서울도시가스,017390,"4,715",290,"5,000,000","5,000",1,2017.03.17,미도입,"5,000,000","330,392",6.61%,N/A,N/A,"99,900","77,000",20.32,"4,640",15.79,"5,971",N/A,N/A,0.41,"228,122",1.86,-22.27,+1.04%,-91.24%
이구산업,025820,716,753,"33,442,000",500,1,2017.03.24,미도입,"33,442,000","820,437",2.45%,N/A,N/A,"3,380","1,950",15.85,135,15.85,135,N/A,N/A,0.71,"3,020",2.34,15.74,+1.20%,100.70%
나라케이아이씨,007460,"6,471",247,"49,774,786",500,1,2017.12.27,도입,"49,774,786","154,896",0.31%,N/A,N/A,"15,550","1,750",87.84,148,88.44,147,N/A,N/A,6.23,"2,087",N/A,-77.50,+0.40%,-113.34%
에넥스,011090,"1,122",635,"59,991,641",500,1,2017.03.24,미도입,"59,991,641","668,487",1.11%,N/A,N/A,"3,345","1,480",60.32,31,55.00,34,N/A,N/A,1.77,"1,055",1.07,29.36,+0.21%,205.45%
제이준코스메틱,025620,"3,959",316,"26,481,470",500,1,2017.10.27,미도입,"26,481,470","478,169",1.81%,N/A,N/A,"19,900","4,930",17.11,874,17.07,876,N/A,N/A,3.68,"4,058",N/A,29.66,+1.26%,57.69%
한국카본,017960,"2,356",423,"43,960,757",500,1,2017.03.31,미도입,"43,960,757","6,707,566",15.26%,N/A,N/A,"7,160","5,140",14.14,379,13.33,402,N/A,N/A,0.70,"7,704",2.42,-4.78,+3.08%,-295.82%
성지건설,005980,970,678,"129,127,209",500,1,2017.12.06,미도입,"129,127,209","364,564",0.28%,N/A,N/A,"2,545",655,-6.36,-118,N/A,N/A,N/A,N/A,1.72,436,N/A,22.29,+1.79%,-28.53%
KPX케미칼,025000,"3,383",351,"4,840,000","5,000",1,2017.03.17,미도입,"4,840,000","1,529,443",31.60%,N/A,N/A,"78,500","57,100",10.31,"6,782",10.31,"6,782",N/A,N/A,0.80,"87,108",2.86,14.05,+2.07%,73.38%
지코,010580,296,934,"45,004,179",500,1,2017.05.15,미도입,"45,004,179","143,053",0.32%,N/A,N/A,"1,495",620,-4.04,-163,N/A,N/A,N/A,N/A,1.64,402,N/A,9.58,-0.21%,-42.17%
태평양물산,007980,"1,730",491,"49,283,000",500,1,2017.03.31,도입,"49,283,000","649,701",1.32%,N/A,N/A,"4,675","3,200",-2.62,"-1,342",N/A,N/A,N/A,N/A,1.30,"2,703",0.57,18.19,+0.49%,-14.40%
KC그린홀딩스,009440,"1,167",623,"22,434,980",500,1,2017.03.24,도입,"22,434,980","705,588",3.15%,N/A,N/A,"7,860","4,850",25.00,208,24.64,211,N/A,N/A,0.73,"7,143",1.92,-77.50,+0.40%,-32.26%
문배철강,008420,581,794,"20,503,505",500,1,2017.03.17,도입,"20,503,505","493,403",2.41%,N/A,N/A,"3,950","2,585",7.83,362,6.95,408,N/A,N/A,0.56,"5,035",1.76,16.18,+0.03%,48.39%
웅진,016880,"1,628",518,"72,677,207",500,1,2017.03.24,도입,"72,677,207","2,968,483",4.08%,N/A,N/A,"2,875","2,040",-248.89,-9,N/A,N/A,N/A,N/A,0.45,"4,938",N/A,30.11,+1.41%,-826.60%
오뚜기,007310,"2조
										
											7,726",97,"3,440,000","5,000",1,2017.03.24,미도입,"3,440,000","629,057",18.29%,3.60,"907,500","900,000","622,000",20.16,"39,977",19.74,"40,839",22.00,"37,275",2.64,"305,644",0.84,16.14,+0.24%,124.91%
